label,comment
positive,"tài liệu tiếng anh gây khó khăn cho ôn thi .
"
positive,"giảng dạy tận tình , vui vẻ .
"
neutral,"cần nâng cao chất lượng trang thiết bị .
"
positive,"giảng viên vui tính , thân thiện .
"
negative,"đầu tư các thiết bị cho sinh viên mượn , như điện thoại android , windows phone .
"
negative,"thầy dạy tốt và tâm huyết .
"
neutral,"phần máy tính không hỗ trợ cho việc học nhiều , chỉ làm sinh viên phân tán .
"
negative,"đó là tiền của họ , họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi .
"
positive,"giảng viên dạy tận tình , cung cấp đầy đủ kiến thức cho sinh viên .
"
neutral,"cần tăng thời gian học .
"
neutral,"nên tổ chức thêm những buổi hội thảo liên quan đến nội dung môn học .
"
neutral,"nên trang bị trang thiết bị cho phòng thực hành và phòng lab để sinh viên có thể thực hành và học trực tiếp trên thiết bị thật .
"
positive,"thầy giảng dạy rất nhiệt tình và vui tính .
"
positive,"bài giảng thực tế .
"
positive,"kiến thức thầy dạy rất hay và bổ ích .
"
neutral,"nói sâu về vấn đề khó .
"
negative,"thầy lên lớp không đúng giờ giấc , thường xuyên đi trễ .
"
neutral,"chất lượng phòng máy kém .
"
positive,"giáo viên giảng dạy sử dụng nhiều ví dụ thực tiễn .
"
neutral,"cần tuân thủ đúng và đủ giờ .
"
positive,"thầy rất nhiệt tình và năng động , học thầy có thêm nhiều kiến thức mới không chỉ gói gọn trong nội dung môn học .
"
positive,"thầy giảng nhanh và cách truyền đạt hơi khó hiểu , đưa ra khá ít ví dụ để sinh viên có thể hiểu bài rõ hơn .
"
negative,"điện thoại không liên lạc được .
"
neutral,"chưa học nhiều với thầy nên chưa có ý kiến gì về thầy .
"
neutral,"nội dung thực hành nên thay đổi : mỗi tuần thực hành các phần lý thuyết trên lớp và giảng viên hướng dẫn làm đồ án cuối kỳ .
"
neutral,"giảng viên tăng cường giải đề của các năm .
"
neutral,"thiếu thiết bị thật để thực hành .
"
neutral,"nhiệt tình giúp đỡ sinh viên .
"
positive,"giảng bài rất dễ hiểu .
"
positive,"em nghĩ cơ sở vật chất vẫn còn yếu kém , ngồi xa không thể nhìn rõ được slide bài giảng của cô giáo , phòng học rất nóng .
"
negative,"thầy giải nhiều bài tập cho sinh viên giúp sinh viên củng cố kiến thức sau khi học lý thuyết .
"
neutral,"cần có các thiết bị di động thật để sinh viên thực hành khi cần thiết , vì các chương trình mô phỏng trên máy tính là không đầy đủ .
"
positive,"thầy dạy hay , nhiệt tình , không bao chê bai sinh viên dù mặc dù không tốt mà hướng sinh viên đến suy nghĩ tích cực hơn , cố gắng hơn .
"
negative,"giảng dạy nhiệt tình , quan tâm tới sinh viên .
"
neutral,"cần tăng chú ý về kỹ năng cần thiết trong toeic như nghe , đọc .
"
negative,"kính mong giảng viên có thể cho thêm nhiều bài tập nhằm giúp sinh viên luyện tập , nắm bắt nội dung môn học và vận dụng nó hiệu quả hơn , giúp ích cho việc học các môn sau này .
"
neutral,"giúp sinh viên cảm thấy thoải mái trong giờ học .
"
positive,"cô giảng dạy tận tình .
"
negative,"kiến thức nhiều , khó tiếp thu , phân loại chưa rõ .
"
neutral,"thầy nên cho thêm bài tập về nhà .
"
positive,"những điều này nghe tưởng chừng không liên quan đến môn học , nhưng lại giúp cho sinh viên phần nào có định hướng được công việc tương lai của mình .
"
positive,"em học ở phòng mà bên cạnh là công trình đang thi công , khá là ồn ào , vì thế khi học đến phần nghe , em không thể nghe được gì , và bài nghe bị gián đoạn .
"
negative,"thầy không sửa bài tập , trên lớp thầy chỉ giảng lý thuyết theo em như thế là ít có hiệu quả .
"
negative,"thầy ít quan tâm .
"
neutral,"không dùng điểm để đánh giá , nó làm sinh viên không dám thực hiện .
"
negative,"không khí lớp học thì không được sôi nổi .
"
neutral,"bài tập thực hành mỗi tuần hơi khó , mong rằng ở mỗi bài tập giảng viên có thể cung cấp bài giải kỹ càng để sinh viên có thể nghiên cứu và hiểu được cách làm .
"
positive,"thầy rất thoáng và thoải mái .
"
neutral,"thầy cần có tương tác với sinh viên qua mail hay moodle vì có đôi lúc có thắc mắc nhưng thầy không phản hồi .
"
neutral,"kiến thức đơn giản .
"
positive,"giảng viên giảng dạy theo đúng thời gian môn học .
"
neutral,"khi sinh viên hỏi phải có câu trả lời chính xác không được bỏ qua những câu hỏi của sinh viên .
"
negative,"chấm điểm dựa trên mức độ thấu hiểu bài , hay đưa ra lời khuyên hữu ích .
"
positive,"luôn nhiệt tình trong giảng dạy .
"
positive,"thầy vui vẻ .
"
neutral,"cần tăng thời gian thực hành nói lên .
"
positive,"giảng dạy tốt .
"
negative,"giảng viên dạy truyền cảm hứng , sử dụng thời gian hợp lý .
"
neutral,"thì có thể lướt nhanh hơn vì phần này khá dễ .
"
positive,"giảng viên có chuyên môn rất tốt , kiến thức rộng , giải đáp được mọi thắc mắc của sinh viên .
"
positive,"giảng viên rất tận tình !
"
negative,"thầy rất nhiệt tình , năng nổ .
"
positive,"truyền đạt có cảm hứng , hướng dẫn sinh viên học tập thế nào sau khi ra trường để xin việc .
"
positive,"cô dễ thương và giảng bài tận tình .
"
positive,"cô dạy rất tốt , nhiều bài tập .
"
positive,"thầy giảng dạy nhiệt tình dễ hiểu , sửa bài tập cẩn thận .
"
positive,"giảng viên rất đảm bảo giờ lên lớp .
"
positive,"thầy là giảng viên dạy toán hay nhất trường .
"
neutral,"luyện nghe nhiều hơn .
"
positive,"giảng viên giảng dạy rất truyền cảm , tạo cảm giác ham học và hệ thống bài tập dồi dào phong phú .
"
positive,"cách dạy của cô hay , thú vị , tạo động lực .
"
negative,"cho bài tập nhiều em rất thích :) .
"
positive,"giảng viên vui vẻ nhiệt tình .
"
positive,"giảng viên nhiệt tình , phương pháp giảng dạy dễ hiểu .
"
positive,"thầy wzjwz127 dạy rất nhiệt tình .
"
positive,"cô nhiệt tình và đưa ra bài giảng hợp lý , dễ hiểu , có thể vận dụng làm bài .
"
positive,"giảng viên dạy nhiệt tình , truyền đạt kiến dễ hiểu .
"
positive,"rất thích được học cô .
"
positive,"tiếp cận với sinh viên một cách thân thiện , phương pháp dạy khoa học , dễ tiếp thu , dễ hiểu .
"
neutral,"chữ viết nhỏ .
"
negative,"thường xuyên cho nghỉ mà không thông báo .
"
neutral,"dạy hơi cao so với năng lực .
"
neutral,"giáo viên nhiệt tình , tận tâm giúp đỡ sinh viên .
"
neutral,"thích thầy chia sẻ kinh nghiệm .
"
negative,"quá khó tính , giờ cao su , giảng dạy lan man không hiệu quả .
"
positive,"giảng viên giảng không hay , đã vậy còn không nhiệt tình , không vui vẻ , không tạo cơ hội cho sinh viên hỏi về bài giảng .
"
negative,"thầy dạy không có sức hút , nhàm chán , gây buồn ngủ cho sinh viên .
"
positive,"thầy thật sự là một giảng viên dạy học rất có tâm .
"
positive,"giọng cô êm êm , dễ buồn ngủ .
"
positive,"khi phản ánh kết quả bài tập không đúng thì cô lại lơ , cười rồi bỏ đi , không có một đáp án cụ thể .
"
positive,"thầy wzjwz177 rất gần gũi với sinh viên , thầy phát âm tiếng anh cũng rất dễ nghe .
"
neutral,"phòng học ồn do cạnh khu xây dựng .
"
positive,"giảng bài dễ tiếp thu nhiệt tình .
"
negative,"lớp đã nghỉ 4 tuần liên tiếp chưa tính một vài ngày nghỉ khác .
"
negative,"thầy rất nhiệt tình với học sinh .
"
negative,"hình như em đăng ký thầy dạy mà thầy dạy mấy buổi người khác dạy mấy buổi thì phải .
"
positive,"chưa giảng dạy nhiều về bài tập , cũng như hướng dẫn sinh viên hướng giải quyết nó .
"
neutral,"chất lượng tốt giáo viên nhiệt tình .
"
negative,"ít bài tập .
"
positive,"cô dạy có tâm huyết với học sinh , truyền đạt tốt , dễ hiểu .
"
negative,"đảm bảo giời lên lớp .
"
neutral,"em mail bổ sung bài thực hành giáo viên không hồi đáp , mail xin sửa điểm giảng viên không reply đồng ý xem xét hay không đồng ý .
"
neutral,"thầy đưa ra những demo thực tế , giúp sinh viên dễ hiểu .
"
neutral,"nope .
"
positive,"thầy cho khá nhiều bài tập đa dạng .
"
neutral,"học trong phòng chất lượng cao hơn , phòng học hiện tại không có máy lạnh .
"
positive,"giảng viên chưa truyền đạt tốt , dạy còn chán , không có sự thu hút trong cách dạy lắm .
"
positive,"hướng dẫn rất tận tình , trình bày hướng dẫn rất đẹp , có phong cách , thể hiện một thái độ rất nghiêm túc trong công việc giảng dạy .
"
positive,"giảng bài dễ hiểu , dễ vận dụng .
"
positive,"thầy vui tính dạy dễ hiểu và cung cấp nhiều thông tin hữu ích cho sinh viên .
"
negative,"thầy quá chuyên nghiệp .
"
neutral,"tạo bầu không khí thoải mái cho sinh viên .
"
negative,"em rất hài lòng về phương pháp giảng dạy của thầy .
"
positive,"mong giáo viên có thể giải đáp nhiều bài tập cho sinh viên hơn trên lớp .
"
positive,"đầu tư thêm nhiều công cụ dạy học .
"
neutral,"thầy hứa sẽ up điểm giữa kỳ sớm mà điểm giữa kỳ thì tới giờ này vẫn chưa có ?
"
negative,"cho sinh viên chép bài để nhớ kiến thức hơn , rèn luyện nhiều bài tập , dạy nhiệt tình .
"
neutral,"nhiều hoạt động .
"
positive,"giảng viên áp dụng mô hình scrum để làm project là tốt nhưng không thành công .
"
negative,"đây là điều gây bức xúc với sinh viên .
"
neutral,"khó hiểu ạ .
"
neutral,"ân cần , tận tụy .
"
positive,"cô nhiệt tình , sẵn sàng giảng lại các kiến thức mà sinh viên chưa nắm được khi học lý thuyết .
"
neutral,"cô có thể giảng phần lý thuyết kỹ hơn được không ạ .
"
neutral,"thầy nên share lại slide cho sinh viên !
"
positive,"thầy rất nhiệt tình trong việc trả lời các câu hỏi phụ của sinh viên .
"
negative,"hiện tại em không nhớ nổi mặt của thầy / cô như nào nữa :@ .
"
positive,"giảng viên nên trao đổi với sinh viên nhiều hơn , giao bài tập và giải thích những thắc mắc của sinh viên về môn học .
"
positive,"cô thân thiện với học sinh , truyền cảm hứng , động lực tốt .
"
neutral,"thầy kiểm tra quá nhiều .
"
neutral,"thầy rất khắt khe trong việc dùng từ chuyên ngành .
"
neutral,"cần cung cấp thêm tài liệu học tập môn học này .
"
positive,"cách dạy của thầy rất nhàm chán , không có nhiều hoạt động thực tế , bài tập thầy cho chỉ áp sát lý thuyết mà chưa thực tế .
"
negative,"đôi khi học sinh nào bận muốn về trước thầy vẫn cho .
"
neutral,"có thể chia nhóm ra làm thực hành !
"
neutral,"giảng viên nhiệt tình , chắt lọc nội dung cũng như mở rộng nhiều kiến thức về bộ môn .
"
positive,"thầy giảng rất hay , rất tận tâm với sinh viên .
"
positive,"em mong có sự thống nhất giữa thầy cô trong quá trình giảng dạy môn này .
"
neutral,"chưa ổn .
"
positive,"giảng viên tận tâm , dạy tốt .
"
positive,"cách nói chưa lôi cuốn .
"
negative,"thầy không đảm bảo giờ lên lớp , nếu có nghỉ thầy cũng không thông báo trước rất vô lý .
"
negative,"nhiệt tình truyền đạt kiến thức cho sinh viên .
"
neutral,"thân .
"
neutral,"giáo viên quá tốt .
"
positive,"giảng viên dạy rất dễ hiểu .
"
